ref_id,text,language,english,has_english_translation,new_gold_keywords,new_gold_fields,new_gold_index,new_keyword_suggestions
Tosefta Bava Batra 7:6,"כיצד נוטל פי שנים, ירשו שטרי חוב, הבכור נוטל פי שנים. יצאו עליו שטרי חוב, נותן פי שנים, ואם אמ' אי איפשי שלא ליטול ושלא ליתן, הרשות בידו.",Hebrew,"How does the firstborn not take a double portion? [If] he inherited writs of indebtedness, he takes a double portion. [If claims of collection went forth against him [as his father's heir], he pays out a double portion. But if he said, ""I don't want to take, and I don't want to pay out [a double portion],"" he has every right to do so.",True,"debt, debt document, disclaimer of inheritance, double portion, firstborn, heir, inherited claims, primogeniture, refusal of inheritence, renunciation of inheritance, repudiatio hereditatis","Debts and Obligations, Firstborn Inheritance Rights, Inheritance","אי אפשי, בכור, הרשות בידו, פי שנים, שטר חוב",
Tosefta Bava Batra 7:7,"כיצד אין נוטל בראוי כבמוחזק, מת אביו בחיי אביו נוטל פי שנים מנכסי אביו, ואין נוטל פי שנים מנכסי אבי אביו. ואם היה אביו בכור, אף הוא נוטל פי שנים מנכסי אבי אביו.",Hebrew,"How does [the firstborn] not take a double portion in what is going to accrue to the father's estate as he does in what is already possessed by the father's estate? [If] the father of his father dies in the lifetime of his father, he takes a double portion in the estate of his father, but he does not take a double portion in the estate of the father of his father. But if his father was firstborn, he takes a double portion in the estate of the father of his father.
",True,"actual possession, double portion, firstborn, generational rights, grandchild, paternal estate, prospective estate, representation in succession","Firstborn Inheritance Rights, Inheritance","מוחזק, נכסי אבי אביו, פי שנים, ראוי",
Tosefta Bava Batra 7:8,"בנות צלפחד נטלו שלשה חלקין בנחלה, חלק אביהן שהיה מיוצאי מצרים. ר' ליעזר בן יעקב או' אף חלק אחי אביהן, לפי שלא ניתנה הארץ אלא ליוצאי מצרים, ולא נתחלקה אלא לעומדים בערבות מואב, ירש השבט את שבטו וחזר השבט וירש את הראוי לו.",Hebrew,"The daughters of Zelophehad took three portions of the inheritance: the portion of their father, who was among those who went forth from Egypt R. Eliezer says, ""Also a portion of the father of their father""For the land was given only to those who went forth from Egypt. And it was divided only on the plains of Moab. tribe inherits what belongs to its tribe, and then the tribe went and inherited what was appropriate for it. ",True,"Inheritance priority, daughter, eligibility to Inherit, female succession, paternal estate, tribal division","Firstborn Inheritance Rights, Inheritance, Women Inheritance Rights","בנות צלפחד, יוצאי מצרים, נחלה",
Tosefta Bava Batra 7:9,"כיצד, שני אחין שהיו מיוצאי מצרים, לאחד יש לו תשעה בנים ולאחד יש לו בן אחד, ולפניהם בית חמשת כורין, תשעה נטלו בית לתך לתך, ואחד נטל בית לתך, החזירום לאבתיהם, חזרו אבות והורישו את הבנים, תשעה נטלו מחצה, ואחד נטל מחצה. ר' שמעון בן לעזר אומ' אף נתחלקה הארץ ליוצאי מצרים, כיצד, היה מן היוצאין ממצרים ומן העומדין בערבות מואב נוטל שני חלקין, מיוצאי מצרים ולא מן העומדין בערבות מואב, ולא מיוצאי מצרים נוטל חלק אחד. המתלוננים, והמרגלים, ועדתו של קרח, לא נטלו חלק בארץ, אבל הבנים ירשו בזכות אבות אבותיהן, ובזכות אמות אמותיהן. וכן היה ר' שמעון בן לעזר או' יהושע וכלב נטלו שלשה חלקים בנחלה, שהן מיוצאי מצרים, ומן העומדים בערבות מואב, ושנטלו חלקן של מרגלים.",Hebrew,"How so? Two brothers who were among those who had gone forth from
Egypt- one of them had nine sons, and one of them had one son, and before them was a field of five kors- nine took a letekh [of the field], and one of them took a letekh of the field. [If] they gave them back to their fathers, the fathers went and handed them on to the sons as an inheritance. Nine took half, and one took half. R. Simeon b. Eleazar says, ""Also the land was divided up among those who had gone forth from Egypt. ""How so? ""If one was among those who had gone forth from Egypt, he takes one share on the plains of Moab. Those present on the plains of Moab who had not gone forth from Egypt take one share. ""Those who had complained [in the wilderness] and the [ten] spies who gave an unfavorable report about the land] and the party of Korach did not take a share in the land ""But their sons inherited through the merit of the fathers of their fathers, and through the merit of the mothers of their mothers."" And so did R. Simeon b. Eleazar say, ""Joshua and Caleb took three portions, ""for they were among those who had gone from Egypt, and also among those who were present on the plains.of Moab, and they took the shares belonging to [the other ten] spies."" ",True,"Inheritance priority, brother, disputed lineage, eligibility to Inherit, father, generational rights, heir, intestate succession, order of succession, paternal lineage, property, son, tribal division",Inheritance,"יוצאי מצרים, ירושה, מרגלים, מתלוננים, נחלה, עדת קרח",
Tosefta Bava Batra 7:10,"וחלק של מרגלים נטלו יהושע וכלב, חלק המלוננים ועדתו של קרח נפל לאמצע, והבנים נחלו לעצמן. וכשם שהבן קודם את הבת בנכסי האב, כך קודם הבן את הבת בנכסי האם. ר' אלעזר בר' יוסי או' משם ר' זכריה בן הקצב, וכן היה ר' שמעון בן יהודה איש כפר איבוס או' משום ר' שמעון, אחד הבן ואחד הבת שוין בנכסי האם. ",Hebrew,"As to the [ten bad] spies, their portion did Joshua and Caleb take. 
B. As to the portion of those who had complained and the party of Korach, it fell to the common portion. And their sons inherited on their own. And just as the son takes precedence over the daughter in the estate of the father, so the son takes precedence over the daughter in the estate of the mother. R. Eleazar b. R. Yosé says in the name of R. Zekhariah b. Haqqassab, and so too did R. Simeon b. Judah of Kefar Akko say in the name of R. Simeon, ""All the same are the son and the daughter. H. ""They have an equal [claim] on the estate of the mother"". He who says, ""Let my sons divide my estate equally,"" and there was a firstborn there, if the brothers] had acquired possession of the estate of their father while he was yet alive, [the firstborn] does not take a double portion.
And if not, he takes a double portion.

",True,"Inheritance priority, daughter, disputed lineage, division of estate before death, double portion, eligibility to Inherit, female succession, firstborn, maternal estate, paternal estate, primogeniture, son","Inheritance, Women Inheritance Rights","בכור, נכסי האב, נכסי האם, נפל לאמצע, פי שנים",
Tosefta Bava Batra 7:11,"האומ' תנו מאתים דינר לפלני בני בכור כראוי לו, נוטל, ונוטל פי שנים. בבכורתו, ידו על העליונה, רצה נוטלן ורצה נוטל פי שנים.",Hebrew,"He who says, ""Give two hundred denars to So-and-so my first-. born son, with what is coming to him,"" he takes the [money] and [also] takes a double portion as his right as a firstborn. And his hand is on top. [lf] he wants, he takes [what the father has specified]. And [if] he wants, he takes the double portion [in the estate).
",True,"Gift vs. Inheritance, Primogeniture, Testamentary Interpretation, Testamentary Language, deathbed gift, division of estate before death, double portion, father, firstborn, heir, inter vivos transfer, property, shared inheritance, son, testator, verbal instruction, vesting of rights","Firstborn Inheritance Rights, Legacies","בחיי האב, בכור, בכורה, ידו על העליונה, פי שנים",
Tosefta Bava Batra 7:12,"האומ' תנו מאתים דינר לפלני בני בכור כראוי לו, נוטל, ונוטל פי שנים. בבכורתו, ידו על העליונה, רצה נוטלן ורצה נוטל פי שנים.",Hebrew,"He who says, ""Give such-and-such a field to So-and-so my wife with hat is coming to her""-she takes [the field] and also collects her marriage-settlement. And her hand is on top. [If] she wants, she takes the field. [If] she wants, she collects her marriage-settlement",True,"Gift vs. Inheritance, Primogeniture, Testamentary Interpretation, Testamentary Language, bequeathal clause, cumulative legacy, deathbed gift, double portion, extra portionem, father, firstborn, son, testamentary intent, testator","Deeds of Gift as Wills, Firstborn Inheritance Rights, Legacies","בכור, ידו על העליונה, כראוי לו, פי שנים",
Tosefta Bava Batra 7:13,"האומ' תנו שדה פלנית לפלני' אשתי בראוי לה, נוטלתה, ונוטלת כתובתה. בכתובתה, ידה על העליונה, רוצה נוטלתה, רוצה נוטלת כתובתה.",Hebrew,"He who says, ""Give two hundred to Mr. So-and-so, my creditor""- he collects the money and [also] collects the debt owing to him. [If he had said,] ""For his debt,"" he has a right only to collect the money owing to him.",True,"Testamentary Interpretation, Testamentary Language, bequeathal clause, cumulative legacy, deathbed gift, election of rights, legatum, marriage contract, property, specification of assets, testamentary intent, testator, widow's inheritance, woman","Legacies, Provision for Wife","ידו על העליונה, כראוי לו, כתובה",
Tosefta Bava Batra 7:14,"האומר תנו מאתים דינר לפל' בעל חובי בחובו, בראוי לו, נוטלו, ונוטל עוד מאתים דינר. בחובו, אין לו אלא חובו.",Hebrew,"[If] he had a field, and it had been made a surety for the wife for the settlement of her marriage-contract and for a creditor for a settlement of what was owing to him, if he then said, ""Give such-and-such a field to my wife, So-and-so, in payment for her marriage-contract, and to Mr. So-and-so, my creditor, in payment for what is owing to him, what is owing to them has been received. And their hand is on top.",True,"Gift vs. Inheritance, Testamentary Interpretation, Testamentary Language, bequeathal clause, creditor, currency, deathbed gift, debt, monetary claim, testamentary intent, testator, verbal instruction","Debts and Obligations, Legacies, Loan and Pledge","בעל חוב, כראוי לו",
Tosefta Bava Batra 7:15,"היתה לו שדה עשויה הפותיקי לאשה בכתובתה, ולבעל חוב בחובו, ואמ' תנו שדה פלנית לפל' אשתי בכתובתה, ולפל' בעל חובי בחובו, נתקבלו, וידן על העליונה.",Hebrew,"He who says, ""Give a portion to Mr. So-and-so in my estate— ""let him inherit with my sons in the position of the firstborn, he does not take a double portion. He who says, ""Let Mr. So-and-so inherit me,"" has said nothing  whatsoever. If he said, ""Give my property to So-and-so,"" his statement is carried out",True,"Creditor Priority, Secured Debt, Testamentary Language, bequeathal clause, creditor, debt, marriage contract, property, testamentary intent, widow's inheritance, woman","Debts and Obligations, Provision for Wife, Real security","אפותיקי, בעל חוב, ידו על העליונה, כתובה",
Tosefta Bava Batra 7:16,"האומ' תנו חלק לפל' בנכסי יירש עם הבנים. בבכורה אין נוטל פי שנים. האומ' יירשני פל' לא אמ' כלום. תנו נכסיי לפל', דבריו קיימין.",Hebrew,"[If] one used the language of inheritance below, and a gift above, inheritance above and a gift below, inheritance on this side and on that side, and a gift in the middle, since he has simply mentioned the matter of a gift, his statement is confirmed",True,"Gift vs. Inheritance, Testamentary Interpretation, Testamentary Language, deathbed statement, double portion, firstborn, gift, heir, inoperative will, property, property transfer, son, testament formula, testamentary intent, testator","Deeds of Gift as Wills, Firstborn Inheritance Rights","בכורה, ירושה, מתנה, פי שנים",
Tosefta Bava Batra 7:17,"כתב ירושה מלמטה ומתנה מלמעלה, ירושה מלמעלה ומתנה מלמטה, ירושה מכן ומכן ומתנה באמצע, הואיל והזכיר שום מתנה, דבריו קיימין.",Hebrew,"Yohanan b. Berogah says, ""If he made that statement concerning  someone who was appropriate to inherit his estate, his statement is confirmed. ""[But if he made that statement/ concerning someone who was not appropriate to inherit his estate, his statement is not confirmed. ""How so? ""If  he spoke concerning the daughter of the son among the other daughters, ""or concerning the son of the daughter among the other daughters, ""his statement is confirmed. ""Ilf he made that statement concerning] the daughter among the sons, or the brother among the daughters, he has said nothing whatso-ever.",True,"Gift vs. Inheritance, Testamentary Interpretation, Testamentary Language, bequeathal clause, eligibility to Inherit, gift, heir, property, property transfer, testamentary intent, testator","Deeds of Gift as Wills, Forms of Will","ירושה, מתנה",
Tosefta Bava Batra 8:3,"המוציא עשרה עבדים בני חורין, בין שיצא אחד מהן ובין שיצאו כולן, יצאו כולן. כתב והעלה להן בערכיים, זכת להן הערכיים.",Hebrew,"He who sends forth ten slaves as freemen, whether [only] one of them has gone forth or all of them have gone forth [to freedom)— all of them are deemed free. [If] he wrote [a writ of emancipation] and deposited it for them in the archives,the archives have made acquisition [of the writ for them, and they are deemed to have been emancipated].",True,"archival registration, archive for private property, collective freedom, emancipation, freedperson, manumission by testament, public document, slave, slave","Archive, Archiving, Manumission","בני חורין, עבדים, ערכיים",
Tosefta Bava Batra 8:4,"האומ' תנו נכסיי לפל', ואם מת פל' לפל', ואם [מת] פל' לפלני, הראשון אוכל פירות, ואם מת ינתנו לשיני, [השיני אוכל פירות. ואם מת, ינתנו לשלישי]. מת השיני עד שלא ימות הראשון, הראשון אוכל פירות. [מת, ינתנו לשלישי. מת שלישי עד שלא ימות השיני, השיני אוכל פירות], ואם מת, יחזרו ליורשי הנותן. הראשון מוכר קרקע ואוכל פירות דברי ר', רבן שמעון בן גמליאל או' אין לראשון אלא אכילת פירות בלבד.",Hebrew,"He who says, ""Give my property to So-and-so, and if he dies, to So-and-so, and if he dies, to So-and-so""- the first enjoys the usufruct. And if he dies, it is to be handed on to the second. And if he dies, it is handed over to the third party. [If] the second one died before the first, the first enjoys the usufruct, and if he died, [the usufruct] is to go back to the heirs of the donor. ""The first party has the right to sell the land and to enjoy the usu-fruct,"" the words of Rabbi. Rabban Simeon b. Gamaliel says, ""The first part has the right only to the usufruct alone",True,"conditional gift, deathbed statement, fideicommissum, gift after death, heir, power of sale, property, property transfer, substitutio vulgaris, successive inheritance, successive legacies, testator, usufructus, verbal instruction","Forms of Will, Usufruct","אכילת פירות, יורש, תנו נכסיי",
Tosefta Bava Batra 8:5,"שנים שהיו באין ממדינת הים, אע""פ שמשאן ומתנן ומאכלן ומשקן כאחת, ומת אחד מהן, אין חבירו יורשו, ואם היה נוהג בו משום אחוה, חבירו יורשו.",Hebrew,"Two who were coming from overseas— even though their trading, eating and drinking were done in partner-ship, [if] one of them died, his fellow does not inherit him. But if he had conducted affairs in this way because of their being brothers, [the survivor] does inherit.",True,"brother, consanguinity, eligibility to Inherit, heir, intestacy, intestate succession, partner, patria potestas, presumed relatives, societas",Classes of Heirs,"אחוה, יורש, מדינת הים, משא ומתן",
Tosefta Bava Batra 8:9,"בריא שכתב דייתיקי, שכיב מרע שכתב נכסיו מתנה, אע""פ שזיכה לאחר מתנה, לא עשה כלום. אבל הכותב בשם חבירו וזיכה לאחר מתנה, דבריו קיימין.",Hebrew,"healthy person who wrote a will—a dying man who wrote his property as a gift- even though he gave possession after the gift, he has done nothing at all. But he who writes over his property in the name of his fellow, and he gave him possession after the gift, his statement is confirmed.",True,"Gift vs. Inheritance, deathbed gift, deathbed statement, gift, inoperative will, nullity, property, property transfer, testament formula, testamentary intent, testator","Capacity, Causa Mortis, Deeds of Gift as Wills, Testaments","בריא, דייתיקי, דיתיקי, מתנה, שכיב מרע",testator health condition
"Ulp. 20, 1","Testamentum est mentis nostrae iusta contestatio in id sollemniter 
facta, ut post mortem nostram valeat.
",Latin,"A testament is the legal statement of our will, solemnly made in order that it may become operative after our death.",True,"testamentum per aes et libram, testator",Testaments,"iustus, mens, testamentum",
"Ulp. 20, 2","Testamentorum genera fuerunt tria, unum, quod calatis comitiis, alterum, 
quod in procinctu, tertium, quod per aes et libram appellatum est. His 
duobus testamentis abolitis hodie solum in usu est, quod per aes et 
libram fit, id est per mancipationem imaginariam. In quo testamento 
libripens adhibetur et familiae emptor et non minus quam quinque testes, 
cum quibus testamenti factio est.",Latin,"There were formerly three kinds of wills, one made in the presence of the Comitia, one made when about to enter into battle, and one made by means of a piece of bronze and a balance. The two first having been abolished, at present the only one in use is that made by means of a piece of bronze and a balance, that is to say, by a fictitious sale. In the execution of this kind of a will a balance holder and a purchaser of an estate are present, as well as not less than five witnesses who have testamentary capacity.
",True,"buyer, fictive sale, mancipatio, mancipatory will, scale holder, testamentum per aes et libram, testator, witnesses",Forms of Will,"calata comitia, comitia calata, familiae emptor, in procinctu, libripens, mancipatio, mancipatio imaginaria, per aes et libram, procinctus, testamenti factio, testamentum, testis","comitia calata, familiae emptor, testamentum calatis comitiis, testamentum in procinctu"
"Ulp. 20, 3","Qui in potestate testatoris est aut familiae emptoris, testis aut 
libripens adhiberi non potest, quoniam familiae mancipatio inter 
testatorem et familiae emptorem fit, et ob id domestici testes adhibendi 
non sunt.",Latin,"No one who is under the control of the testator or of the purchaser of the estate can act either as a witness or balance-holder; as the sale of the estate takes place between the testator and the purchaser, and for this reason members of their households cannot act as witnesses.",True,"buyer, dependents, disqualified witnesses, mancipatory will, patria potestas, scale holder, testamentum per aes et libram, testator, witnesses","Forms of Will, Testaments, Witnesses","familiae emptor, in potestate, libripens, potestas, testamentum per aes et libram, testator, testis",familiae emptor
"Ulp. 20, 4","Filio familiam emente pater eius testis esse non potest.",Latin, If a son is the purchaser his father cannot be a witness.,True,"buyer, disqualified witnesses, father, mancipatio, mancipatory will, patria potestas, son, testamentum per aes et libram, witnesses","Forms of Will, Testaments","familiae emptor, filius familias, testis",
"Ulp. 20, 5","Ex duobus fratribus, qui in eiusdem patris potestate sunt, alter 
familiae emptor, alter testis esse non potest, quoniam quod unus ex his 
mancipio accipit, adquirit patri, cui filius suus testis esse non debet.
",Latin,"Of two brothers who are under the control of the same father, one cannot act as purchaser and the other as a witness; as what one of them receives by the sale he acquires for his father, and a son of the latter should not be a witness to this transaction.",True,"brother, buyer, disqualified witnesses, father, mancipatio, mancipatory will, paterfamilias, patria potestas, scale holder, son, testamentum per aes et libram, witnesses","Forms of Will, Paternal Power, Testaments","familiae emptor, filius suus, frater, in potestate, mancipium, potestas, testamentum, testis",familiae emptor
"Ulp. 20, 6","Pater et filius +  qui in potestate eius est, item duo fratres, qui in 
eiusdem patris potestate sunt, testes utrique, vel alter testis, alter 
libripens fieri possunt, alio familiam emente; quoniam nihil nocet ex una 
domo plures testes alieno negotio adhiberi.",Latin,"A father, however, and a son who is under his control, as well as two brothers who are under the control of the same father, can both be witnesses; or one can be a witness, and the other the balance-holder, when a third party is the purchaser of the estate; as no harm results where several witnesses are taken from the same household in a transaction with a stranger.

",True,"brother, buyer, father, legal eligibility, mancipatio, mancipatory will, patria potestas, scale holder, son, testamentum per aes et libram, witnesses","Forms of Will, Paternal Power, Testaments","familia emptor, familiae emptor, in potestate, libripens, mancipatio, potestas, testis",familiae emptor
"Ulp. 20, 7","Mutus, surdus, furiosus, pupillus, femina neque familiae emptor esse, 
neque testis libripensve fieri potest.",Latin,"A person who is deaf, dumb, or insane, a minor, or a woman cannot act either as purchaser or balance-holder.

",True,"deaf, disqualified witnesses, legal disability, legal eligibility, mentally impaired, minor, mute, scale holder, testamentum per aes et libram, ward, witnesses, woman","Legal Capacity, Legal Capacity of Women, Mental Disability, Minors, Testaments","familiae emptor, furiosus, libripens, mutus, pupillus, surdus, testis",
"Ulp. 20, 8","Latinus Iunianus et familiae emptor et testis et libripens fieri potest, 
quoniam cum eo testamenti factio est.",Latin,"A Junian Latin may act either as purchaser, witness, or balance-holder, as he has no right to make a will",True,"Junian Latin, buyer, legal eligibility, mancipatory will, scale holder, testamentum per aes et libram, witnesses","46212, Capacity, Citizenship, Freed Persons, Legal Capacity, Testaments","familiae emptor, latinus iunianus, libripens, testamenti factio, testis",familiae emptor
"Ulp. 20, 9","In testamento, quod per aes et libram fit, duae res aguntur, familiae 
mancipatio et nuncupatio testamenti. nuncupatur testamentum in hunc 
modum: tabulas testamenti testator tenens ita dicit: ""haec ut in his 
tabulis cerisve scripta sunt, ita do lego, ita testor; itaque vos, 
Quirites, testimonium perhibetote"". Quae nuncupatio et ""testatio"" 
vocatur.",Latin,"In a will made by means of a piece of bronze and a balance, two things take place, the sale of the estate, and the declaration with reference to the will. The declaration with reference to the will is made in the following manner; the testator holding the will in his hands says: ""Whatever is written in these waxen tablets I give, bequeath, and declare to be my will, and therefore do you, Roman citizens, give your testimony."" This verbal statement is also called an attestation.

",True,"mancipatio, mancipatory will, nuncupation, tablets, testament formula, testamentum per aes et libram, testator, verbal instruction","Forms of Will, Testaments","aes et libra, familiae mancipatio, nuncupare, nuncupatio, per aes et libram, tabula, tabula testamenti, testamentum, testamentum per aes et libram, testatio, testator, testimonium, testimonium perhibere, testor",
"Ulp. 20, 10","Filius familiae testamentum facere non potest, quoniam nihil suum habet, 
ut testari de eo possit. Sed divus Augustus  + Marcus constituit, ut 
filius familiae miles de eo peculio, quod in castris adquisivit, 
testamentum facere possit.",Latin,"A son under paternal control cannot execute a will as he has nothing of his own of which to make testamentary disposition. The Divine Augustus, however, granted as a military privilege, that a son under paternal control who was a soldier, could make a will disposing of the peculium which he had acquired while in camp.",True,"dependents, legal disability, mancipatory will, patria potestas, peculium, soldier, son, testamentum per aes et libram, testator","Capacity, Legal Capacity, Paternal Power, Testaments","castra, castrum, filius familiae, filius familias, miles, peculium, testamentum, testari, testor","military testament, peculium castrense"
"Ulp. 20, 11","Qui de statu suo incertus est factus, quod patre peregre mortuo ignorat, 
se sui iuris esse, testamentum facere non potest.
",Latin,"Anyone who is uncertain as to his condition, for instance, when he is ignorant that he is his own master because his father died while absent on a journey, cannot make a will.",True,"dependents, father, legal eligibility, patria potestas, son, testamentum per aes et libram, testator","Capacity, Legal Capacity, Paternal Power, Testaments","incertus, status, sui iuris, testamentum, testamentum facere","sui iuris, uncertainty of status"
"Ulp. 20, 12","Inpubes, licet sui iuris sit, facere testamentum non potest, quoniam 
nondum plenum iudicium animi habet.",Latin,"A person under the age of puberty, although he may not be subject to parental authority, cannot make a will; as he has not yet full mental capacity.

",True,"age of legal capacity, legal disability, minor, testamentum per aes et libram","Capacity, Minors","impubes, inpubes, iudicium animi, sui iuris, testamentum",sui iuris
"Ulp. 20, 13","Mutus, surdus, furiosus, item prodigus, cui lege bonis interdictum est, 
testamentum facere non possunt: mutus, quoniam verba nuncupationis loqui 
non potest; surdus, quoniam verba familiae emptoris exaudire non potest; 
furiosus, quoniam mentem non habet, ut testari de ea re possit; prodigus, 
quoniam commercium in illi interdictum est, et ob id familiam mancipare 
non potest.",Latin," One who is dumb, deaf, or insane, as well as a spendthrift interdicted by law from the control of his property, cannot make a will; a dumb person for the reason that he cannot speak the words of the declaration; one who is deaf, because he cannot hear the words uttered by the purchaser of the estate; an insane person, as he has not sufficient intelligence to permit him to make the declaration with reference to the property; the spendthrift, because he is forbidden to engage in commercial transactions, and hence cannot sell his estate.",True,"buyer, deaf, legal disability, mancipatio, mancipatory will, mentally impaired, mute, nuncupation, testamentum per aes et libram, testator","Capacity, Legal Capacity, Mental Disability","bonis interdictum, bonum, commercium, familiae emptor, furiosus, interdicere, lex, mancipare, mutus, nuncupatio, prodigus, surdus, testamentum, testari","familiae emptor, legal interdiction, spendthrift"
"Ulp. 20, 14","Latinus Iunianus, item is, qui dediticiorum numero est, testamentum 
facere non potest: Latinus quidem, quoniam nominatim lege Iunia 
prohibitum est; is autem, qui dediticiorum numero est, quoniam nec quasi 
civis Romanus testari potest, cum sit peregrinus, nec quasi peregrinus, 
quoniam nullius certae civitatis civis est, ut secundum leges civitatis 
suae testetur.",Latin,"Likewise, a Junian Latin and one included among the dediticii cannot make a will. A Junian Latin is incapable as he is expressly forbidden by the Junian Law, nor can one of the dediticii, because he is unable to make a testamentary declaration as a Roman citizen, for the reason that he is an alien; and he is prevented from doing so, as an alien, since he is a citizen of no certain country, and cannot dispose of his property by will in accordance with its laws.",True,"Junian Latin, freedperson, freedperson without citizen rights, laws of another country, legal disability, peregrine, testator","46212, Capacity, Citizenship, Freed Persons, Legal Capacity, Testaments","civis romanus, civitas, dediticii, dediticius, latinus iunianus, leges civitatis, lex iunia, peregrinus, testamentum, testamentum facere, testari","citizenship status, dediticii, lex iunia, lex junia"
"Ulp. 20, 15","Feminae post duodecimum annum aetatis testamenta facere possunt, tutore 
auctore, donec in tutela sunt.",Latin,"Women who are over twelve years of age can make a will with the authority of their guardians, as long as they remain under guardianship.",True,"Women's Status, age of legal capacity, legal eligibility, testator, tutor, woman","Capacity, Guardianship, Guardianship over Women, Legal Capacity of Women, Minors, Testaments","auctor, duodecimus annus aetatis, femina, testamenti factio, testamentum, testamentum facere, tutela, tutor",
"Ulp. 20, 16","Servus publicus populi Romani partis dimidiae testamenti faciendi habet 
ius.",Latin,"A public slave of the Roman people has the right to make a will disposing of half of his peculium.
",True,"legal eligibility, peculium, slave","Capacity, Slavery, Testaments","pars dimidia, peculium, populus romanus, servus publicus, testamentum, testamentum facere",public slave
Lat. Insc. 7,"Ti(berius) Cl(audius) Ti(beri) f(ilius) Pop(lilia tribu) Fatalis | Roma (centurio) leg(ionis) II Aug(ustae), leg(ionis) XX | Vic(tricis), leg(ionis) II Aug(ustae), leg(ionis) XI C(laudiae) p(iae) f(idelis), | leg(ionis) XIV G(eminae) M(artiae) V(ictricis), leg(ionis) XII Ful(minatae), | leg(ionis) X Fr(etensis), III (= tertius) hast(atus) vix(it) an(nos) | XLII, mil(itavit) ann(os) XXIII. Cl(audia) | Ionice lib(erta) et heres ob me|rita eius. O(ssa) t(ibi) b(ene) q(uiescant). T(erra) t(ibi) l(evis) s(it).",Latin,,False,"Testamentary Heir, freedperson, grave, heir, woman","Freed Persons, Testaments","heres, libertus",funerary inscription
